17.1113,0.3994,4.7863,2.5568,-2.1594,1.9479,-5.9044,-5.0029,3.0000
12.7452,-6.7996,-6.0924,4.8141,0.4830,-2.9264,3.4654,0.6070,3.0000
9.2482,-5.3656,-4.8268,5.0402,-2.4373,-2.6328,1.1832,-0.1586,3.0000
-6.3995,-2.4081,4.3840,3.2403,2.9062,-0.9392,2.7391,-2.5789,3.0000
0.5320,-7.2821,1.6514,2.1418,1.7553,-3.3148,-0.7144,-0.8129,3.0000
9.9948,-6.0335,-4.7598,3.6654,-3.0325,-1.5334,1.8122,-0.1740,3.0000
9.1415,-2.3525,1.7289,1.5564,-4.9241,-0.1522,1.0738,0.7476,3.0000
0.1438,-7.6676,2.3486,5.2832,-0.7098,0.4256,4.7798,0.1043,3.0000
-0.6488,-7.2060,4.0182,4.3247,0.4414,0.7650,5.7989,2.4020,3.0000
13.6151,-8.4857,-5.9529,-4.0690,-0.5584,-1.0778,-1.2644,-0.2730,3.0000
19.1600,-4.4755,-1.5257,-3.3394,-0.0223,4.2671,-1.7928,0.6671,3.0000
23.6647,-5.5923,-2.2360,-5.9581,2.4290,4.9027,0.8527,0.2754,3.0000
6.8691,-6.6868,-7.5999,-6.1547,-0.1125,-0.8211,-3.6819,-0.9777,3.0000
16.8354,-8.5961,-3.9041,-2.9221,1.0658,1.5195,3.3164,-1.5737,3.0000
-7.3535,-3.5668,4.2177,2.8883,2.1828,-0.8548,2.4696,-3.3084,3.0000
-0.7289,-4.7307,3.4005,2.4785,-1.5071,1.1800,4.8563,-0.5270,3.0000
11.9252,-8.7968,-0.7918,1.2641,-1.3530,1.5821,-1.9721,-0.4832,3.0000
-0.1704,-6.7505,0.6240,1.6950,0.8969,1.8908,5.0097,0.0415,3.0000
-2.9201,-5.3669,4.7831,1.1684,1.8039,-2.5454,0.3017,-0.5909,3.0000
